CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
157,1,6,6,4
2,2,15,1,2
3,2,34,1,22
2,175,4,11,77
11,54,6,8,90
1,2,18,2,62
1,28,9,3,2
34,3,29,1,2
2,2,1,1,1
4,9,2,1,3
1,12,8,11,1
3,14,8,4,1
1,25,1,25,2
2,1,5,2,3
1,1,3,153,1
2,17,3,1,1
1,7,1,21,2
9,5,74,12,11
1,24,3,1,362
5,1,16,12,8
1,2,1,6,1
5,2,2,1,1
2,2,32,1,1
137,5,1,6,1
6,12,3,1,4
70,5,139,1,12
15,1,1,4,1
4,26,1,7,1
4,1,1,15,2
14,1,11,1,1
36,13,23,6,1
1,20,2,6,1
2,19,2,383,2
2,26,10,10,3
26,11,66,2,1
4,5,173,4,1
1,5,1,7,27
18,69,3,3,4
15,1,20,1,1
1,15,1,1,1
1,15,33,33,16
3,1,2,2,1
50,1,1,2,1
13,26,45,16,4
3,11,1,1,1
1,1,155,15,4
40,1,92,1,1
21,3,2,3,1
13,1,5,2,1
26,1,22,2,1
16,2,63,3,1
11,1,11,1,1
18,1,87,2,1
16,1,20,48,1
5,3,1,1,15
2,3,1,1,1
6,10,1,1,1
15,2,10,1,2
10,3,4,1,1
1,6,72,1,1
8,11,3,71,12
2,1,1,1,44
1,1,1,2,13
1,7,3,7,1
1,4,1,1,14
4,2,1,9,5
1,1,8,1,3
2,5,2,36,4
1,1,2,6,2
6,3,6,20,1
3,2,1,1,146
3,1,15,1,5
10,1,36,1,5
2,2,9,42,1
1,1,7,5,13
2,32,1,1,1
1,4,1,2,1
10,69,1,4,1
1,33,1,4,9
1,1,1,3,1
3,1,1,4,98
1,2,1,2,2
1,2,2,1,14
8,4,1,2,1
2,1,1,1,8
1,2,2,14,1
1,3,1,1,6
26,6,2,1,60
8,9,47,1,4
1,3,3,1,1
2,6,149,4,1
317,1,6,1,2
7,5,3,3,3
1,12,4,26,2
3,10,33,1,2
15,1,1,1,5
1,1,15,1,1
9,23,9,1,2
7,6,1,1,18
14,1,96,1,5
1,1,3,12,6
1,1,189,2,1
1,1,1,14,3
1,1,19,83,36
1,1,13,1,19
1,23,1,9,1
1,19,33,29,58
13,4,5,1,4
1,6,41,17,4
1,14,6,1,1
1,5,120,1,12
1,1,66,8,1
10,3,1,1,73
3,65,27,6,2
103,6,17,1,19
1,47,93,5,1
3,81,1,1,20
1,2,2,2,4
1,4,49,3,2
1,1,3,1,3
80,2,50,6,1
2,2,3,4,30
2,4,5,41,4
6,16,3,5,3
2,1,45,1,1
3,1,5,1,2
2,2,1,58,2
1,2,12,1,32
1,13,1,19,3
1,2,3,1,2
2,18,72,4,4
1,2,1,2,9
1,1,2,8,47
112,1,1,6,6
2,5,6,2,8
67,8,15,1,57
2,150,2,1,6
3,55,4,1,6
1,1,1,1,19
17,13,1,8,83
52,1,1,2,27
2,1,1,1,13
3,1,2,1,18
6,1,1,1,37
23,1,1,1,2
2,1,1,3,7
8,3,1,3,14
4,4,1,15,5
11,1,25,2,4
35,8,2,5,11
2,11,90,1,265
3,2,9,1,9
31,17,2,1,5
1,7,2,5,5
16,2,1,3,1
1,1,29,1,27
18,3,2,1,4
5,4,96,458,5
1,10,3,18,10
5,15,1,3,51
6,1,4,1,2
1,21,250,1,3
1,10,1,9,1
1,2,25,3,1
15,5,4,1,16
2,43,9,30,1
5,1,46,1,1
10,11,11,2,1
2,1,49,6,19
7,4,7,2,5
10,17,1,4,11
3,2,150,2,33
3,3,110,9,1
2,4,19,2,2
2,10,1,5,1
3,1,14,3,1
1,41,1,5,4
1,24,11,14,1
7,2,117,8,3
1,6,1,1,4
1,5,16,1,23
77,1,1,117,6
10,2,45,1,1
1,1,9,1,2
234,1,1,29,2
27,1,34,1,79
1,1,3,18,3
15,1,3,1,2
11,1,1,1,3
1,1,1,1,12
1,1,7,1,3
19,2,2,24,1
5,1,91,3,6
1,1,1,7,14
4,1,3,1,8
1,22,35,1,1
1,4,1,1,1
2,2,11,1,1
1,34,2,1,2
2,14,36,2,4
2,2,7,7,17
36,3,2,1,233
1,1,2,1,1
12,29,1,1,39
1,1,1,1,19
1,11,1,2,3
20,18,3,2,23
1,53,1,2,135
1,1,1,1,2
15,98,1,95,6
1,172,5,1,39
1,10,,2,4
1,11,,1,1
6,17,,10,3
1,19,,1,5
26,1,,1,11
1,1,,2,1
3,4,,22,27
2,1,,3,27
