CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
2,10,6,1,9
1,20,3,1,26
9,1,7,1,1
1,1,26,1,2
1,4,36,1,2
2,17,36,4,1
1,27,5,4,12
2,1,1,1,1
3,1,1,1,1
2,1,1,1,7
2,1,22,1,9
1,20,53,1,1
1,3,57,1,3
2,6,13,1,1
7,2,2,1,13
3,4,3,1,6
2,1,5,1,3
1,1,6,1,16
1,12,12,1,2
1,12,1,1,1
2,8,198,1,12
2,12,23,1,2
2,2,1,2,2
1,2,4,1,2
2,3,6,1,3
4,41,6,1,8
1,4,8,1,7
7,6,9,3,15
3,1,63,4,12
1,7,6,21,4
1,2,1,25,1
3,2,3,38,1
1,12,1,5,1
5,21,6,17,1
1,11,6,1,2
9,7,3,1,1
10,3,14,1,1
2,10,30,1,1
1,1,5,6,2
119,1,1,30,1
45,25,2,7,1
34,5,7,13,1
1,10,2,2,5
1,18,12,1,9
3,13,14,3,1
2,56,38,1,5
33,1,39,1,36
29,9,4,4,1
29,10,8,1,1
41,4,24,5,1
2,2,67,1,1
1,8,59,1,3
5,3,11,1,4
1,1,17,32,1
1,1,18,212,7
3,1,4,100,3
9,4,7,90,8
2,23,1,75,1
2,5,2,53,1
1,7,1,2,1
1,11,1,9,1
17,3,4,1,10
1,1,8,2,1
5,1,1,2,3
8,1,2,2,16
15,1,27,2,31
16,3,51,1,26
10,1,65,2,8
6,2,7,1,5
20,1,1,1,4
24,1,1,1,1
5,1,1,1,3
32,1,1,10,5
1,1,8,3,3
4,1,5,16,1
8,1,1,6,54
1,1,18,1,30
8,3,26,1,30
5,3,85,1,29
13,1,8,1,30
5,1,1,12,3
1,1,2,32,2
6,1,1,7,1
1,1,1,1,1
9,1,2,1,1
8,1,7,4,13
17,1,1,4,5
13,2,1,1,5
3,1,7,1,4
1,1,4,1,5
4,1,14,1,2
10,1,44,7,1
1,1,3,3,2
10,1,1,1,4
6,2,3,2,1
22,1,4,12,1
23,1,6,3,1
21,3,1,2,13
3,7,1,1,1
8,2,1,1,2
2,3,1,3,1
1,1,2,4,18
1,4,3,2,8
4,8,1,2,6
